locus_tag	ftype	length_bp	gene	EC_number	COG	product
wStur_00216	CDS	438	rnhA	3.1.26.4	COG0328	Ribonuclease HI
wStur_00217	CDS	888	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
wStur_00218	CDS	1551	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
wStur_00219	CDS	765	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
wStur_00220	CDS	1482	prsE			Type I secretion system membrane fusion protein PrsE
wStur_00221	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
wStur_00222	CDS	348				hypothetical protein
wStur_00223	CDS	1293	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
wStur_00224	CDS	663	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
wStur_00225	CDS	495	greA		COG0782	Transcription elongation factor GreA
wStur_00226	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
wStur_00227	CDS	561	atpH_1		COG0712	ATP synthase subunit delta
wStur_00228	CDS	540				hypothetical protein
wStur_00229	CDS	1119	dnaJ		COG0484	Chaperone protein DnaJ
wStur_00230	tRNA	75				tRNA-Arg(acg)
wStur_00231	CDS	150				hypothetical protein
wStur_00232	CDS	327				hypothetical protein
wStur_00233	CDS	297				hypothetical protein
wStur_00234	CDS	798	ygfZ			tRNA-modifying protein YgfZ
wStur_00235	CDS	291	groS			10 kDa chaperonin
wStur_00236	CDS	1653	groL5			60 kDa chaperonin 5
wStur_00237	CDS	210				hypothetical protein
wStur_00238	CDS	180				hypothetical protein
wStur_00239	CDS	1272	abaF			Fosfomycin resistance protein AbaF
wStur_00240	CDS	174				hypothetical protein
wStur_00241	CDS	129				hypothetical protein
wStur_00242	CDS	1461	trkI		COG0168	Trk system potassium uptake protein TrkI
wStur_00243	CDS	1020	pstS			Phosphate-binding protein PstS
wStur_00244	CDS	129				hypothetical protein
wStur_00245	CDS	441	rplQ		COG0203	50S ribosomal protein L17
wStur_00246	CDS	1068	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
wStur_00247	CDS	387	rpsK		COG0100	30S ribosomal protein S11
wStur_00248	CDS	369	rpsM		COG0099	30S ribosomal protein S13
wStur_00249	CDS	651	adk	2.7.4.3	COG0563	Adenylate kinase
wStur_00250	CDS	1329	secY		COG0201	Protein translocase subunit SecY
wStur_00251	CDS	471	rplO			50S ribosomal protein L15
wStur_00252	CDS	513	rpsE		COG0098	30S ribosomal protein S5
wStur_00253	CDS	372	rplR		COG0256	50S ribosomal protein L18
wStur_00254	CDS	546	rplF		COG0097	50S ribosomal protein L6
wStur_00255	CDS	396	rpsH		COG0096	30S ribosomal protein S8
wStur_00256	CDS	309	rpsN		COG0199	30S ribosomal protein S14
wStur_00257	CDS	534	rplE		COG0094	50S ribosomal protein L5
wStur_00258	CDS	318	rplX			50S ribosomal protein L24
wStur_00259	CDS	360	rplN		COG0093	50S ribosomal protein L14
wStur_00260	CDS	234	rpsQ		COG0186	30S ribosomal protein S17
wStur_00261	CDS	204				hypothetical protein
wStur_00262	CDS	414	rplP		COG0197	50S ribosomal protein L16
wStur_00263	CDS	621	rpsC		COG0092	30S ribosomal protein S3
wStur_00264	CDS	351	rplV		COG0091	50S ribosomal protein L22
wStur_00265	CDS	285	rpsS		COG0185	30S ribosomal protein S19
wStur_00266	CDS	825	rplB		COG0090	50S ribosomal protein L2
wStur_00267	CDS	288	rplW		COG0089	50S ribosomal protein L23
wStur_00268	CDS	615	rplD		COG0088	50S ribosomal protein L4
wStur_00269	CDS	726	rplC		COG0087	50S ribosomal protein L3
wStur_00270	CDS	351	rpsJ		COG0051	30S ribosomal protein S10
wStur_00271	CDS	1176	tufA		COG0050	Elongation factor Tu
wStur_00272	tRNA	73				tRNA-Gly(tcc)
wStur_00273	tRNA	84				tRNA-Tyr(gta)
wStur_00274	CDS	1143	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
wStur_00275	CDS	498				hypothetical protein
wStur_00276	CDS	894	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
wStur_00277	CDS	366	rplT		COG0292	50S ribosomal protein L20
wStur_00278	CDS	207	rpmI		COG0291	50S ribosomal protein L35
wStur_00279	CDS	534				hypothetical protein
wStur_00280	CDS	318				hypothetical protein
wStur_00281	CDS	330	ihfA		COG0776	Integration host factor subunit alpha
wStur_00282	CDS	258				hypothetical protein
wStur_00283	CDS	297				hypothetical protein
wStur_00284	CDS	111				hypothetical protein
wStur_00285	CDS	312				hypothetical protein
wStur_00286	CDS	801				hypothetical protein
wStur_00287	CDS	540	def	3.5.1.88		Peptide deformylase
wStur_00288	CDS	1239	ftsA		COG0849	Cell division protein FtsA
wStur_00289	CDS	792	map	3.4.11.18	COG0024	Methionine aminopeptidase
wStur_00290	CDS	126				hypothetical protein
wStur_00291	CDS	1173	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
wStur_00292	CDS	237				hypothetical protein
wStur_00293	CDS	1455	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
wStur_00294	CDS	882	cpoB			Cell division coordinator CpoB
wStur_00295	CDS	156				hypothetical protein
wStur_00296	CDS	285				hypothetical protein
wStur_00297	CDS	390				hypothetical protein
wStur_00298	CDS	195				hypothetical protein
wStur_00299	tRNA	74				tRNA-Pro(tgg)
wStur_00300	CDS	1053				hypothetical protein
wStur_00301	CDS	2586	polA	2.7.7.7		DNA polymerase I, thermostable
wStur_00302	CDS	168				hypothetical protein
wStur_00303	CDS	153				hypothetical protein
wStur_00304	CDS	1491	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
wStur_00305	CDS	555	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
wStur_00306	CDS	1161				hypothetical protein
wStur_00307	CDS	852				hypothetical protein
wStur_00308	CDS	984	hemH	4.99.1.1	COG0276	Ferrochelatase
wStur_00309	CDS	396				hypothetical protein
wStur_00310	CDS	288				hypothetical protein
wStur_00311	CDS	420	ndk	2.7.4.6		Nucleoside diphosphate kinase
wStur_00312	CDS	849	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
wStur_00313	CDS	741	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
wStur_00314	CDS	1434	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
wStur_00315	CDS	1233	petB		COG1290	Cytochrome b
wStur_00316	CDS	765	petC		COG2857	Cytochrome c1
wStur_00317	CDS	1971	uvrB		COG0556	UvrABC system protein B
wStur_00318	CDS	300				IS66 family transposase ISWen3
wStur_00319	CDS	144				hypothetical protein
wStur_00320	CDS	471	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
wStur_00321	CDS	1785	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
wStur_00322	CDS	1074	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
wStur_00323	rRNA	2779				23S ribosomal RNA
wStur_00324	rRNA	101				5S ribosomal RNA
wStur_00325	CDS	273				hypothetical protein
wStur_00326	CDS	1101	pstC		COG0573	Phosphate transport system permease protein PstC
wStur_00327	CDS	1443	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
wStur_00328	CDS	333	atpC			ATP synthase epsilon chain
wStur_00329	CDS	645	tal	2.2.1.2	COG0176	Transaldolase
wStur_00330	CDS	1737				hypothetical protein
wStur_00331	CDS	204				hypothetical protein
wStur_00332	CDS	1365				hypothetical protein
wStur_00333	CDS	192				hypothetical protein
wStur_00334	CDS	186				hypothetical protein
wStur_00335	CDS	396				hypothetical protein
wStur_00336	CDS	720				hypothetical protein
wStur_00337	CDS	378				hypothetical protein
wStur_00338	CDS	333				hypothetical protein
wStur_00339	CDS	1488	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
wStur_00340	CDS	873	hflC		COG0330	Modulator of FtsH protease HflC
wStur_00341	CDS	1038	hflK		COG0330	Modulator of FtsH protease HflK
wStur_00342	CDS	213				hypothetical protein
wStur_00343	CDS	1401				hypothetical protein
wStur_00344	tRNA	75				tRNA-Gln(ttg)
wStur_00345	CDS	591				hypothetical protein
wStur_00346	CDS	312				hypothetical protein
wStur_00347	CDS	327				hypothetical protein
wStur_00348	CDS	168				hypothetical protein
wStur_00349	CDS	165				hypothetical protein
wStur_00350	CDS	573				hypothetical protein
wStur_00351	CDS	3336	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
wStur_00352	CDS	801				hypothetical protein
wStur_00353	CDS	276				hypothetical protein
wStur_00354	CDS	543	rplI		COG0359	50S ribosomal protein L9
wStur_00355	tRNA	76				tRNA-Met(cat)
wStur_00356	CDS	132				hypothetical protein
wStur_00357	CDS	165				hypothetical protein
wStur_00358	CDS	156				hypothetical protein
wStur_00359	CDS	276				hypothetical protein
wStur_00360	CDS	201	rpmG		COG0267	50S ribosomal protein L33
wStur_00361	CDS	1776	rne	3.1.26.12	COG1530	Ribonuclease E
wStur_00362	CDS	1923	dnaK		COG0443	Chaperone protein DnaK
wStur_00363	CDS	285	bolA		COG0271	DNA-binding transcriptional regulator BolA
wStur_00364	CDS	1242	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
wStur_00365	CDS	1398	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
wStur_00366	CDS	123				hypothetical protein
wStur_00367	CDS	174				hypothetical protein
wStur_00368	CDS	537	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
wStur_00369	CDS	714	ybhL		COG0670	Inner membrane protein YbhL
wStur_00370	CDS	756		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
wStur_00371	CDS	513				hypothetical protein
wStur_00372	CDS	543				hypothetical protein
wStur_00373	rRNA	900				16S ribosomal RNA (partial)
wStur_00374	CDS	1857	mutL			DNA mismatch repair protein MutL
wStur_00375	CDS	501	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
wStur_00376	CDS	300				hypothetical protein
wStur_00377	CDS	429	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
wStur_00378	CDS	246				hypothetical protein
wStur_00379	CDS	288				hypothetical protein
wStur_00380	CDS	528				hypothetical protein
wStur_00381	CDS	417	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
wStur_00382	CDS	327				hypothetical protein
wStur_00383	CDS	1911	rpoD		COG0568	RNA polymerase sigma factor RpoD
wStur_00384	CDS	300				hypothetical protein
wStur_00385	CDS	168				hypothetical protein
wStur_00386	CDS	1248	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
wStur_00387	CDS	1173	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
wStur_00388	CDS	699				hypothetical protein
wStur_00389	CDS	177				hypothetical protein
wStur_00390	CDS	675	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
wStur_00391	CDS	453	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
wStur_00392	CDS	1200				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
wStur_00393	CDS	1080	ribD		COG0117	Riboflavin biosynthesis protein RibD
wStur_00394	CDS	105				hypothetical protein
wStur_00395	CDS	261				hypothetical protein
wStur_00396	CDS	165				hypothetical protein
wStur_00397	tRNA	75				tRNA-Asn(gtt)
wStur_00398	CDS	1521	purH		COG0138	Bifunctional purine biosynthesis protein PurH
wStur_00399	CDS	456				hypothetical protein
wStur_00400	CDS	315				hypothetical protein
wStur_00401	CDS	1467	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
wStur_00402	CDS	1116	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
wStur_00403	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
wStur_00404	CDS	1170				hypothetical protein
wStur_00405	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
wStur_00406	CDS	1272	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
wStur_00407	CDS	798	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
wStur_00408	tRNA	74				tRNA-Thr(tgt)
wStur_00409	CDS	678	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
wStur_00410	CDS	1329	ispDF	4.6.1.12		Bifunctional enzyme IspD/IspF
wStur_00411	CDS	189			COG1132	putative ABC transporter ATP-binding protein
wStur_00412	CDS	129				hypothetical protein
wStur_00413	CDS	168				hypothetical protein
wStur_00414	CDS	294				hypothetical protein
wStur_00415	CDS	1299				hypothetical protein
wStur_00416	CDS	1287	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
wStur_00417	tRNA	74				tRNA-Lys(ttt)
wStur_00418	tRNA	75				tRNA-Ala(tgc)
wStur_00419	CDS	1653	rpsA		COG0539	30S ribosomal protein S1
wStur_00420	CDS	279	ihfB			Integration host factor subunit beta
wStur_00421	CDS	318				hypothetical protein
wStur_00422	CDS	243				hypothetical protein
wStur_00423	CDS	1125	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
wStur_00424	CDS	2364	bamA		COG4775	Outer membrane protein assembly factor BamA
wStur_00425	CDS	561				hypothetical protein
wStur_00426	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
wStur_00427	CDS	2988				hypothetical protein
wStur_00428	CDS	198				hypothetical protein
wStur_00429	CDS	1551	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
wStur_00430	CDS	1344	ffh		COG0541	Signal recognition particle protein
wStur_00431	CDS	165				hypothetical protein
wStur_00432	CDS	354				hypothetical protein
wStur_00433	CDS	486				hypothetical protein
wStur_00434	CDS	693	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
wStur_00435	CDS	309				hypothetical protein
wStur_00436	CDS	1491	ftsI	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
wStur_00437	CDS	984	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
wStur_00438	CDS	1332	pyrC	3.5.2.3		Dihydroorotase
wStur_00439	CDS	2544				hypothetical protein
wStur_00440	CDS	1806	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
wStur_00441	CDS	396				hypothetical protein
wStur_00442	CDS	822	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
wStur_00443	CDS	120				hypothetical protein
wStur_00444	CDS	222				hypothetical protein
wStur_00445	CDS	126				hypothetical protein
wStur_00446	CDS	285				hypothetical protein
wStur_00447	CDS	393				hypothetical protein
wStur_00448	CDS	1134				hypothetical protein
wStur_00449	CDS	225				hypothetical protein
